School Name,Address,Mobile,link
jagat-convent-sr-sec-school,"Guru Har Krishan Nagar, Near Gurudwara Sahib, Paschim Vihar New Delhi - 110087, Delhi, India","(011)-25263464, 25263545",https://targetstudy.com/school/29921/jagat-convent-sr-sec-school/
jagdamba-public-school,"929-A, Gali No. 8, Govindpuri New Delhi - 110019, Delhi, India",(011)-26281818,https://targetstudy.com/school/61507/jagdamba-public-school/
jagriti-public-school,"F-2/152, Main Road, Ratiya Marg, Sangam Vihar New Delhi - 110030, Delhi, India",_i,https://targetstudy.com/school/91705/jagriti-public-school/
jai-bharat-school,"23, Dozana House, Chawri Bazar New Delhi - 10006, Delhi, India",(011)-23261446,https://targetstudy.com/school/71870/jai-bharat-school/
jai-hind-public-school,"Pooth Khurd, Main Bawana Road, Near Apna Ghar Ashram New Delhi - 110039, Delhi, India",_i,https://targetstudy.com/school/94446/jai-hind-public-school/
jai-mann-public-school,"Khera Khurd, Khera Kalan Delhi - 110082, Delhi, India",(011)-27844652,https://targetstudy.com/school/51474/jai-mann-public-school/
jain-bharati-mrigavati-vidyalaya,"Vijay Vallabh Smarak Jain Mandir Tirth, G.T. Karnal Road Delhi - 110036, Delhi, India",_i,https://targetstudy.com/school/32004/jain-bharati-mrigavati-vidyalaya/
jain-girls-senior-secondary-school,"Dharampura, Chandni Chowk New Delhi - 110006, Delhi, India",(011)-23264844,https://targetstudy.com/school/44932/jain-girls-senior-secondary-school/
jain-happy-school,"Sector II, DIZ Area, Gole Market New Delhi - 110001, Delhi, India","(011)-23345114, 65436653",https://targetstudy.com/school/50068/jain-happy-school/
jain-sanskrit-commercial-senior-secondary-school,"1576, Kucha Seth Road, Kucha Alam, Chandni Chowk Delhi - 110006, Delhi, India","(011)-23272815, 23254175",https://targetstudy.com/school/2268/jain-sanskrit-commercial-senior-secondary-school/
jain-sen-sec-school,"Near Golcha Cinema, Ansari Road, Darya Ganj New Delhi - 110002, Delhi, India",(011)-23271083,https://targetstudy.com/school/36822/jain-sen-sec-school/
jama-masjid-government-girls-sen-sec-school,"Panama Building, Jama Masjid New Delhi - 110006, Delhi, India",(011)-23285632,https://targetstudy.com/school/46191/jama-masjid-government-girls-sen-sec-school/
jamia-girls-senior-secondary-school-urdu-medium,"Jamia Millia Islamia, Jamia Nagar New Delhi - 110025, Delhi, India",(011)-26981717,https://targetstudy.com/school/72809/jamia-girls-senior-secondary-school-urdu-medium/
jamia-senior-secondary-school,"Maulana Mohammad Ali Jauhar Road New Delhi - 110025, Delhi, India",(011)-26980494,https://targetstudy.com/school/51418/jamia-senior-secondary-school/
janata-secondary-school,"Ghogha Delhi - 110039, Delhi, India",_i,https://targetstudy.com/school/51471/janata-secondary-school/
jaspal-kaur-public-school,"B'Paschimi, Shalimar Bagh Delhi - 110088, Delhi, India","(011)-27470022, 27470055",https://targetstudy.com/school/2022/jaspal-kaur-public-school/
jawahar-navodaya-vidyalaya,"Jaffarpur Kalan, P.O. Ujwa New Delhi - 110073, Delhi, India",(011)-25318090,https://targetstudy.com/school/54642/jawahar-navodaya-vidyalaya/
jawahar-navodaya-vidyalaya,"Mungeshpur, Post Office - Bawana, North-West Delhi Delhi - 110039, Delhi, India",(011)-27741768,https://targetstudy.com/school/54641/jawahar-navodaya-vidyalaya/
jd-tytler-school,"New Rajinder Nagar New Delhi - 110060, Delhi, India",(011)-28744042,https://targetstudy.com/school/36316/jd-tytler-school/
jesus-mary-joseph-senior-secondary-school,"G-17, Site-10, Opposite GH-2, Paschim Vihar New Delhi - 110063, Delhi, India","(011)-45538691, 45538692, 45538693",https://targetstudy.com/school/92752/jesus-mary-joseph-senior-secondary-school/
jl-dav-public-school,"J-Block Paschim Vihar, R.B. Enclave Delhi - 110063, Delhi, India","(011)-45522816, 25268115",https://targetstudy.com/school/29733/jl-dav-public-school/
jm-international-school,"Sector 6, Dwarka New Delhi - 110075, Delhi, India","(011)-25086313, 49123899",https://targetstudy.com/school/29746/jm-international-school/
joseph-and-mary-public-school,"Shastri Park, Nathupura Road, Burari Delhi - 110084, Delhi, India",(011)-27612796,https://targetstudy.com/school/37143/joseph-and-mary-public-school/
jpm-senior-secondary-school,"Near Hotel Oberoi, Lal Bahadur Shastri Marg New Delhi - 110003, Delhi, India",(011)-30641043,https://targetstudy.com/school/51797/jpm-senior-secondary-school/
jvsd-girls-senior-secondary-school,"D-2 Link Road, Jhandewalan Extn., Karol Bagh New Delhi - 110005, Delhi, India",(011)-23525821,https://targetstudy.com/school/30081/jvsd-girls-senior-secondary-school/
jyoti-model-school,"Rajan Babu Road, Block F, Adarsh Nagar Delhi - 110033, Delhi, India","(011)-27682469, 27672573",https://targetstudy.com/school/38516/jyoti-model-school/
kala-niketan-international-school,"IP Enclave, DDA Residential Complex, Gazipur Road, Gazipur Delhi - 110096, Delhi, India",(011)-22233172,https://targetstudy.com/school/37139/kala-niketan-international-school/
kala-niketan-sr-sec-bal-vidyalaya,"Street 5, Durgapuri Extension, North-East Delhi - 110093, Delhi, India","(011)-22803417, 22801300",https://targetstudy.com/school/37290/kala-niketan-sr-sec-bal-vidyalaya/
kalgidhar-khalsa-school,"Subhash Nagar, 7-Block, Near Gurudwara Singh Delhi - 110027, Delhi, India",(011)-23132483,https://targetstudy.com/school/38642/kalgidhar-khalsa-school/
kalgidhar-national-public-school,"Block EB, Inder Puri New Delhi - 110012, Delhi, India",(011)-25834766,https://targetstudy.com/school/2354/kalgidhar-national-public-school/
kalinga-international-school,"C-1/917, Phase IV, Aya Nagar, Main Road New Delhi - 110047, Delhi, India",_i,https://targetstudy.com/school/82446/kalinga-international-school/
kamal-model-sr-sec-school,"K-1, Extension, Mohan Garden New Delhi - 110059, Delhi, India",_i,https://targetstudy.com/school/29867/kamal-model-sr-sec-school/
kamal-public-senior-secondary-school,"D-Block, Vikas Puri New Delhi - 110018, Delhi, India","(011)-28537741, 28534507",https://targetstudy.com/school/29785/kamal-public-senior-secondary-school/
kasturba-balika-vidyalaya-sr-sec-school,"Ishwar Nagar Delhi - 110065, Delhi, India","(011)-2632483, 2630163, 26843231",https://targetstudy.com/school/37090/kasturba-balika-vidyalaya-sr-sec-school/
kasturi-ram-international-school,"Pocket 7, Sector A-10, Subcity Narela Delhi - 110040, Delhi, India",_i,https://targetstudy.com/school/32166/kasturi-ram-international-school/
kathuria-public-school,"Mahipalpur Road, Vasant Kunj Delhi - 110070, Delhi, India",(011)-45725726,https://targetstudy.com/school/34972/kathuria-public-school/
kautilya-government-sarvodaya-boys-sr-sec-school,"Chirag Enclave Delhi - 110048, Delhi, India","(011)-26416419, 26982723",https://targetstudy.com/school/37088/kautilya-government-sarvodaya-boys-sr-sec-school/
kerala-education-society-school,"Mayur Vihar, Third Phase, Bhajan Pura Delhi - 110096, Delhi, India","(011)-22610015, 22615596",https://targetstudy.com/school/2241/kerala-education-society-school/
kerala-education-society-senior-secondary-school,"Shrimant Madhavrao Scindia Marg, (Canning Road) New Delhi - 110001, Delhi, India","(011)-23385725, 23386918",https://targetstudy.com/school/78421/kerala-education-society-senior-secondary-school/
kerala-school,"M Block, Vikaspuri Delhi - 110018, Delhi, India",(011)-2776012,https://targetstudy.com/school/37138/kerala-school/
khalsa-girls-sr-sec-school,"Chuna Mandi, Paharganj Delhi - 110055, Delhi, India","(011)-2526013, 25749408",https://targetstudy.com/school/37135/khalsa-girls-sr-sec-school/
kiit-world-school,"Zone H-4, Pitampura, Near Saraswati Vihar, Tele","Exchange   Delhi - 110034, Delhi, India",https://targetstudy.com/school/32176/kiit-world-school/
kr-mangalam-world-school,"S-Block, Greater Kailash - II New Delhi - 110048, Delhi, India","(011)-29210341, 29210342",https://targetstudy.com/school/29313/kr-mangalam-world-school/
krims-international-school,"BU-1, Outer Ring Road, Near VIPS, Opp. Pillar No. 20 New Delhi - 110034, Delhi, India",(011)-47529008,https://targetstudy.com/school/62816/krims-international-school/
ksk-academy,"H/117, Ratia Marg, Sangam Vihar New Delhi - 110080, Delhi, India","(011)-26045166, 26044177, 26044755",https://targetstudy.com/school/29741/ksk-academy/
kulachi-hans-raj-model-school,"Ashok Vihar, Phase-III Delhi - 110052, Delhi, India","(011)-27110012, 27143364",https://targetstudy.com/school/29346/kulachi-hans-raj-model-school/
lr-memorial-convent-school,"T-134, Main Road, Tukhmeerpur, North East Delhi New Delhi - 110094, Delhi, India",_i,https://targetstudy.com/school/94785/lr-memorial-convent-school/
lady-irwin-girls-sr-sec-school,"Shrimant Madhav Rao Scindia Marg New Delhi - 110001, Delhi, India","(011)-23389729, 23389564",https://targetstudy.com/school/36713/lady-irwin-girls-sr-sec-school/
lady-irwin-senior-secondary-school,"Shrimant Madhav Rao Scindia Marg New Delhi - 110001, Delhi, India",(011)-23389564,https://targetstudy.com/school/29322/lady-irwin-senior-secondary-school/
lal-bahadur-shastri-javm-sr-secondary-school,"Gopal Prasad Shastri Marg, Sector 3,R.K. Puram New Delhi - 110022, Delhi, India","(011)-26166111, 26179054",https://targetstudy.com/school/32283/lal-bahadur-shastri-javm-sr-secondary-school/
lbs-smarak-javm-senior-secondary-school,"Gopal Prasad Shastri Marg, Sector 3,R.K. Puram New Delhi - 110022, Delhi, India","(011)-26166111, 26179054",https://targetstudy.com/school/57914/lbs-smarak-javm-senior-secondary-school/
lal-bahadur-shastri-smarak-sr-sec-school,"Shastri Sadan, Sector 3, R.K. Puram Delhi - 110022, Delhi, India","(011)-26166111, 26167904, 26179054",https://targetstudy.com/school/45373/lal-bahadur-shastri-smarak-sr-sec-school/
lalit-mahajan-school,"Near CPWD Colony, Vasant  Vihar Delhi - 110057, Delhi, India","(011)-26154166, 26154167",https://targetstudy.com/school/37610/lalit-mahajan-school/
lancers-convent-sr-sec-school,"Prashant Vihar, Outer Ring Road Delhi - 110085, Delhi, India",(011)-40073000,https://targetstudy.com/school/2024/lancers-convent-sr-sec-school/
laurel-high-the-school,"Behind IDPL CHBS, Pitampura New Delhi - 110034, Delhi, India","(011)-47096600, 47093248",https://targetstudy.com/school/36880/laurel-high-the-school/
lawrence-public-school,"Pankha Road, C-3, Janakpuri Delhi - 110058, Delhi, India","(011)-25540407, 25508105",https://targetstudy.com/school/62992/lawrence-public-school/
laxman-public-school,"Hauz Khas Enclave Delhi - 110016, Delhi, India","(011)-46071197, 26963240, 26865095",https://targetstudy.com/school/2035/laxman-public-school/
laxmi-devi-girls-higher-secondary-school,"Bahuji St, Pahari Dhiraj Delhi - 110006, Delhi, India",(011)-23528202,https://targetstudy.com/school/71602/laxmi-devi-girls-higher-secondary-school/
laxmi-public-school,"X-20, Institutional Area, Karkardooma New Delhi - 110092, Delhi, India","(011)-22376937, 22377097",https://targetstudy.com/school/30142/laxmi-public-school/
lilawati-vidya-mandir-sr-sec-school,"Shakti Nagar Delhi - 110007, Delhi, India","(011)-23656142, 23656143",https://targetstudy.com/school/32292/lilawati-vidya-mandir-sr-sec-school/
lions-public-school,"1-Block, Phase 1, Ashok Vihar Delhi - 110052, Delhi, India",(011)-47062575,https://targetstudy.com/school/37116/lions-public-school/
lions-vidya-mandir-secondary-school,"Rajaji Marg Area, Teen Murti Marg Area New Delhi - 110011, Delhi, India",(011)-23013271,https://targetstudy.com/school/2273/lions-vidya-mandir-secondary-school/
little-flowers-public-sr-sec-school,"Shivaji Park Shahdara Delhi - 110032, Delhi, India","(011)-22922408, 22281328",https://targetstudy.com/school/36848/little-flowers-public-sr-sec-school/
little-genius-public-school,"No. 69, Block U.B. Jawahar Nagar, Kamla Niagar Delhi - 110007, Delhi, India","(011)-23926633, 23928642",https://targetstudy.com/school/34357/little-genius-public-school/
lk-international-school,"Opposite Rajiv Gandhi Std Auchandi Road, Bawana New Delhi - 110039, Delhi, India","(011)-55195298, 27751770",https://targetstudy.com/school/32223/lk-international-school/
ln-girdhari-lal-ku-sr-sec-school,"Fatehpuri Bagh Dewar Delhi - 110006, Delhi, India","(011)-22513213, 25682083",https://targetstudy.com/school/37134/ln-girdhari-lal-ku-sr-sec-school/
loreto-convent,"Parade Road, Delhi Cantt Delhi - 110010, Delhi, India",(011)-25692299,https://targetstudy.com/school/2111/loreto-convent/
lovely-public-sr-sec-school,"Priyadarshini Vihar, Near Bank Enclave, Laxmi Nagar Delhi - 110092, Delhi, India","(011)-71859592, 71218226",https://targetstudy.com/school/29353/lovely-public-sr-sec-school/
lt-col-mehar-little-angels-senior-secondary-school,"B-5 Block, Paschim Vihar New Delhi - 110063, Delhi, India","(011)-25268053, 25275108",https://targetstudy.com/school/32359/lt-col-mehar-little-angels-senior-secondary-school/
mdh-international-school,"Plot No. 3, Pocket 2, Sector 6, Dwarka New Delhi - 110075, Delhi, India","(011)-25075792, 25075793",https://targetstudy.com/school/32570/mdh-international-school/
mg-ranaday-govt-sarvodaya-boys-sr-school,"Sec. Gautampuri, Usmanpur Delhi - 110053, Delhi, India","(011)-22172513, 28957476",https://targetstudy.com/school/37132/mg-ranaday-govt-sarvodaya-boys-sr-school/
mm-sr-sec-public-school,"Vasudha Enclave, Pitampura Delhi - 110034, Delhi, India","(011)-27352701, 27351513",https://targetstudy.com/school/32389/mm-sr-sec-public-school/
mr-bharti-school,"Khasra No. 53/15, Friends Colony, Mundka West Delhi - 110041, Delhi, India",_i,https://targetstudy.com/school/61495/mr-bharti-school/
maharaja-aggarsain-adarsh-public-school,"Du Block, Pitam Pura Delhi - 110098, Delhi, India",(011)-27344340,https://targetstudy.com/school/36703/maharaja-aggarsain-adarsh-public-school/
maharaja-agrasen-model-school-public,"CD Block, Pitampura Delhi - 110088, Delhi, India","(011)-27311113, 27317619",https://targetstudy.com/school/2041/maharaja-agrasen-model-school-public/
maharaja-agrasen-public-school,"Phase 4, Ashok Vihar Delhi - 110052, Delhi, India","(011)-27131431, 27129692, 27304241, 27304700",https://targetstudy.com/school/69401/maharaja-agrasen-public-school/
mahavir-senior-model-school,"Sangam Park Extn., G.T. Karnal Road, Opposite Nanak Piao Gurudwara Delhi - 110033, Delhi, India","(011)-27118033, 27444787, 27444797, 27444798",https://targetstudy.com/school/32452/mahavir-senior-model-school/
mamta-modern-senior-secondary-school,"H-Block, Vikaspuri New Delhi - 110018, Delhi, India","(011)-45614501, 45614502",https://targetstudy.com/school/32489/mamta-modern-senior-secondary-school/
manendra-shakti-sr-sec-vidyalaya-school,"B-3, Keshav Puram Delhi - 110035, Delhi, India","(011)-27184769, 27138203",https://targetstudy.com/school/36669/manendra-shakti-sr-sec-vidyalaya-school/
mani-ben-patel-govt-ssarvodaya-school,"G.T. Road, Shahhara Delhi - 110032, Delhi, India","(011)-22118610, 22147734",https://targetstudy.com/school/36666/mani-ben-patel-govt-ssarvodaya-school/
margshree-school,"383, Nangloi - Najafgarh Road, Najafgarh, Block 2C, Nangloi Extension, Nangloi Delhi - 110041, Delhi, India",(011)-25946039,https://targetstudy.com/school/36816/margshree-school/
marwari-senior-secondary-school,"Amir Chand Marg, Nai Sarak, Chandni Chowk Delhi - 110006, Delhi, India","(011)-23261202, 26104329",https://targetstudy.com/school/2269/marwari-senior-secondary-school/
mashonic-public-school,"B-1, Vasant Kunj Delhi - 110070, Delhi, India","(011)-26135473, 26894643",https://targetstudy.com/school/36686/mashonic-public-school/
mata-gujri-public-school,"Gurudwara Singh Sabha, (Opposite ""C"" Block), Greater Kailash - 1 New Delhi - 110048, Delhi, India","(011)-29236796, 21800176",https://targetstudy.com/school/2305/mata-gujri-public-school/
mata-jai-kaur-public-school,"Phase-III, Ashok Vihar New Delhi - 110052, Delhi, India","(011)-27244590, 27221674, 65659300",https://targetstudy.com/school/2238/mata-jai-kaur-public-school/
mata-kastri-devi-public-school,"Gopal Nagar Extension, Najafgarh Delhi - 110043, Delhi, India",_i,https://targetstudy.com/school/36680/mata-kastri-devi-public-school/
mata-shiv-devi-public-school,"No. A/2, Tri Nagar, Sagar Chowk, Lawrence Road, Keshav Puram Delhi - 110034, Delhi, India",(011)-27393950,https://targetstudy.com/school/37100/mata-shiv-devi-public-school/
mater-dei-school,"Tilak Lane New Delhi - 110001, Delhi, India","(011)-23387679, 23383843",https://targetstudy.com/school/36700/mater-dei-school/
maxfort-school,"Zone H 4 & 5, Parwana Road, Pitam Pura Delhi - 110034, Delhi, India","(011)-27034798, 27034799, 27034035, 27034036",https://targetstudy.com/school/36809/maxfort-school/
mayo-international-school,"P.S. 5, I.P. Extension, Near CBSE Building, Patparganj Delhi - 110092, Delhi, India",_i,https://targetstudy.com/school/29375/mayo-international-school/
mazharul-islam-sec-school,"1436, Chatta Nawab Sahib Marg, Farash Khana New Delhi - 110006, Delhi, India",(011)-23211995,https://targetstudy.com/school/34077/mazharul-islam-sec-school/
mbdav-sr-sec-school,"Yusuf Sarai, Green Park Delhi - 110016, Delhi, India","(011)-26512363, 26854631",https://targetstudy.com/school/37121/mbdav-sr-sec-school/
mbs-international-school,"Sector 11, Phase-I, Dwarka Delhi - 110075, Delhi, India","(011)-45312000, 45312008",https://targetstudy.com/school/2102/mbs-international-school/
mcl-saraswati-bal-mandir-sr-sec-school,"L-Block, Hari Nagar New Delhi - 110064, Delhi, India","(011)-28124302, 28121540",https://targetstudy.com/school/29697/mcl-saraswati-bal-mandir-sr-sec-school/
mdh-international-school,"Plot No. 3, Pocket-2, Sector 6, Dwarka New Delhi - 110075, Delhi, India","(011)-25075792, 25075793",https://targetstudy.com/school/77727/mdh-international-school/
merry-international-public-school,"Block H-19, Sector 7, Rohini Delhi - 110085, Delhi, India","(011)-27041029, 27049347",https://targetstudy.com/school/36674/merry-international-public-school/
mid-fields-sec-school,"Dabar Enclave, Najafgarh Delhi - 110073, Delhi, India",(011)-25318330,https://targetstudy.com/school/36673/mid-fields-sec-school/
mira-model-school,"Shaheed Captain Anuj Nayyar Marg, Janakpuri Delhi - 110058, Delhi, India","(011)-25500489, 25508486",https://targetstudy.com/school/2030/mira-model-school/
ml-govt-boys-senior-secondary-school,"Narela Delhi - 110040, Delhi, India","(011)-25314900, 27452368, 27410378",https://targetstudy.com/school/36757/ml-govt-boys-senior-secondary-school/
modern-convent-school,"Sector 4, Dwarka New Delhi - 110075, Delhi, India","(011)-25080767, 25080768",https://targetstudy.com/school/29386/modern-convent-school/
modern-gyan-deep-public-school,"B- 280, Tigri Extension, Mangal Bazar Road, Tigri Delhi - 110062, Delhi, India",(011)-26072676,https://targetstudy.com/school/37652/modern-gyan-deep-public-school/
modern-international-school,"Sector 19, Phase- I, Dwarka Delhi - 110075, Delhi, India","(011)-65441037, 45641444",https://targetstudy.com/school/2073/modern-international-school/
modern-new-delhi-public-school,"L-133, Near Asthal Mandir, Sangam Vihar New Delhi - 110062, Delhi, India","(011)-29915070, 65559858",https://targetstudy.com/school/36651/modern-new-delhi-public-school/
modern-school,"Barakhamba Road New Delhi - 110001, Delhi, India","(011)-23311618, 23311619, 23311620",https://targetstudy.com/school/2064/modern-school/
montfort-senior-secondary-school,"Ashok Vihar, Phase-I Delhi - 110052, Delhi, India","(011)-27130841, 42267094, 49148751",https://targetstudy.com/school/29348/montfort-senior-secondary-school/
mother-divine-sr-sec-public-school,"Sector 3, Rohini New Delhi - 110085, Delhi, India",_i,https://targetstudy.com/school/36772/mother-divine-sr-sec-public-school/
mother-khazani-convent-school,"Near Punjab National Bank, Main Road, Bakhtawarpur Delhi - 110039, Delhi, India",(011)-27722188,https://targetstudy.com/school/32618/mother-khazani-convent-school/
mother-mary-s-school,"Sahkarita Marg, Mayur Vihar, Phase -1 New Delhi - 110091, Delhi, India","(011)-22717660, 22715538, 22716837",https://targetstudy.com/school/78591/mother-mary-s-school/
mothers-international-school,"Sri Aurobindo Marg New Delhi - 110016, Delhi, India","(011)-26964140, 26524806",https://targetstudy.com/school/2348/mothers-international-school/
mother-teresa-public-school,"C-Block, Preet Vihar Delhi - 110092, Delhi, India","(011)-22501900, 22527200",https://targetstudy.com/school/29398/mother-teresa-public-school/
mount-carmel-school,"A-21, Anand Niketan Delhi - 110021, Delhi, India",(011)-49340000,https://targetstudy.com/school/2100/mount-carmel-school/
mount-olivet-school,"Kh No. 124/4, Street No. 100, B-Block, Sant Nagar, Burari Delhi - 110084, Delhi, India",_i,https://targetstudy.com/school/32663/mount-olivet-school/
mrv-school,"Sector 13, Dwarka New Delhi - 110075, Delhi, India",(011)-28033688,https://targetstudy.com/school/64445/mrv-school/
mukund-lal-katyal-sec-school,"Ashok Nagar, Tilak Nagar New Delhi - 110018, Delhi, India",(011)-25490130,https://targetstudy.com/school/37467/mukund-lal-katyal-sec-school/
muni-international-school,"A2/16-18, Mohan Garden, Uttam Nagar New Delhi - 110059, Delhi, India",_i,https://targetstudy.com/school/36624/muni-international-school/
muni-mayaram-jain-public-school,"P P Block, Pitampura Delhi - 110034, Delhi, India",(011)-27323440,https://targetstudy.com/school/46206/muni-mayaram-jain-public-school/
murti-devi-public-school,"221-A2 Block Bhagat Colony, West Sant Nagar, Burari New Delhi - 110084, Delhi, India",_i,https://targetstudy.com/school/81551/murti-devi-public-school/
mvrschool,"Sector 13, Dwarka Delhi - 110075, Delhi, India",(011)-25097738,https://targetstudy.com/school/2072/mvrschool/
naland-modern-public-school-nmps,"857, Main Road Sant Nagar (Burari) Delhi - 110084, Delhi, India",(011)-27615716,https://targetstudy.com/school/54868/naland-modern-public-school-nmps/
nanki-public-school,"48-49, Central Market, Dakshin Puri New Delhi - 110062, Delhi, India",_i,https://targetstudy.com/school/52186/nanki-public-school/
narayana-junior-college,"E-14, 3rd & 4th Floor, Main Market, South Extn., Part II New Delhi - 110049, Delhi, India","(011)-46052731, 46052732, 41648330",https://targetstudy.com/school/73790/narayana-junior-college/
nr-convent-school,"Shiv Ram Park, Phase 2, Nilothi More, Nangloi Delhi - 110041, Delhi, India",(011)-28364827,https://targetstudy.com/school/61512/nr-convent-school/
national-public-school,"123, Safiabad Road, Narela New Delhi - 110040, Delhi, India",_i,https://targetstudy.com/school/35322/national-public-school/
national-victor-public-school,"I.P. Extension, Patpar Ganj Delhi - 110092, Delhi, India","(011)-22248200, 22248300",https://targetstudy.com/school/35813/national-victor-public-school/
nav-bharti-public-school,"Deepali, Pitam Pura Delhi - 110034, Delhi, India","(011)-27010908, 27026830, 27031332",https://targetstudy.com/school/29428/nav-bharti-public-school/
nav-bharti-senior-secondary-school,"Shree Nagar Colony Delhi - 110052, Delhi, India","(011)-23654504, 23654929",https://targetstudy.com/school/32718/nav-bharti-senior-secondary-school/
nav-gian-deep-public-school,"Block A-1, 66, Vijay Enclave, Dabri Palam Road New Delhi - 110045, Delhi, India","(011)-45082313, 45092313",https://targetstudy.com/school/32720/nav-gian-deep-public-school/
nav-hind-girls-senior-secondary-school,"New Rohtak Road New Delhi - 110005, Delhi, India",(011)-28713217,https://targetstudy.com/school/71723/nav-hind-girls-senior-secondary-school/
nav-jeevan-adarsh-public-senior-secondary-school,"Gali No. 16, A-Block, Part-3, Circular Road, Sonia Vihar Delhi - 110090, Delhi, India",_i,https://targetstudy.com/school/91926/nav-jeevan-adarsh-public-senior-secondary-school/
nav-jeevan-academy-senior-public-school,"B-Block, Madhu Vihar, Sector 3, Dwarka New Delhi - 110059, Delhi, India","(011)-25633535, 25633877",https://targetstudy.com/school/51528/nav-jeevan-academy-senior-public-school/
nav-shakti-girls-senior-secondary-school,"11, Rose Avenue, Bal Bhawan, Vishnu Digmber Marg, ITO New Delhi - 110002, Delhi, India","(011)-23212319, 23231031",https://targetstudy.com/school/71901/nav-shakti-girls-senior-secondary-school/
nav-shakti-vidya-mandir-girls-senior-secondary-school,"Block C, Bhawan Marg, S.R.T. Nagar Pahargunj New Delhi - 110055, Delhi, India",(011)-23616974,https://targetstudy.com/school/71615/nav-shakti-vidya-mandir-girls-senior-secondary-school/
nava-hind-girls-sr-sec-school,"New Rohtak Road New Delhi - 110005, Delhi, India",(011)-28713217,https://targetstudy.com/school/32731/nava-hind-girls-sr-sec-school/
navjeevan-academy-sr-sec-school,"B-Block, Madhu Vihar, Sector 3, Dwarkack-B, Madhu Vihar Palam Delhi - 110059, Delhi, India","(011)-25633535, 25633877",https://targetstudy.com/school/36550/navjeevan-academy-sr-sec-school/
navjeevan-adarsh-public-school,"Lane No. 7, Gautampuri New Delhi - 110053, Delhi, India",(011)-22562214,https://targetstudy.com/school/61537/navjeevan-adarsh-public-school/
navodaya-vidyalaya-samiti,"#A28, 1st Floor, Kailash Colony Greater Kailash I Delhi - 110048, Delhi, India",(011)-29239675,https://targetstudy.com/school/2306/navodaya-vidyalaya-samiti/
naval-public-school,"Satya Marg, Chanakyapuri Delhi - 110021, Delhi, India",(011)-26888064,https://targetstudy.com/school/2248/naval-public-school/
navyug-convent-senior-secondary-school,"Sainik Enclave Part-2, Near CRPF Camp, Jharoda Road, Najafgarh New Delhi - 110072, Delhi, India",_i,https://targetstudy.com/school/74964/navyug-convent-senior-secondary-school/
navyug-school,"Vinay Marg, Chanakyapuri Delhi - 110021, Delhi, India",(011)-26872120,https://targetstudy.com/school/2249/navyug-school/
nc-jindal-public-school,"Road No. 73, West Punjabi Bagh New Delhi - 110026, Delhi, India","(011)-25228288, 25228292",https://targetstudy.com/school/55769/nc-jindal-public-school/
nehru-adarsh-senior-secondary-school,"East Old Seelampur, Near Kanti Nagar Extn., Azad Nagar Delhi - 110031, Delhi, India","(011)-22092342, 22222892",https://targetstudy.com/school/74383/nehru-adarsh-senior-secondary-school/
neo-convent-sr-sec-school,"G-17 Area Paschim Vihar New Delhi - 110063, Delhi, India","(011)-49097900, 41517900, 25264343",https://targetstudy.com/school/32767/neo-convent-sr-sec-school/
new-horizon-school,"North of Humayun's Tomb, Hazrat Nizamuddin, Mathura Road New Delhi - 110013, Delhi, India",_i,https://targetstudy.com/school/65274/new-horizon-school/
new-delhi-public-school,"A-Block, Vikaspuri New Delhi - 110018, Delhi, India","(011)-49404314, 49404315, 49404316",https://targetstudy.com/school/58348/new-delhi-public-school/
new-era-public-school,"H-17, Mayapuri Road Delhi - 110064, Delhi, India","(011)-25494439, 25494277",https://targetstudy.com/school/2344/new-era-public-school/
new-green-field-public-school,"Marg No. 22, Saket New Delhi - 110017, Delhi, India","(011)-26960721, 26854200",https://targetstudy.com/school/29434/new-green-field-public-school/
new-horizon-school,"North of Humayun's Tomb, Hazrat Nizamuddin, Mathura Road New Delhi - 110013, Delhi, India",_i,https://targetstudy.com/school/92245/new-horizon-school/
new-horizons-school,"North of Humayun's Tomb, Hazrat Nizamuddin, Mathura Road New Delhi - 110013, Delhi, India",_i,https://targetstudy.com/school/101085/new-horizons-school/
new-sainik-senior-secondary-public-school,"Qutab Vihar, Dwarka Sector 19, PO - Goyla Dairy New Delhi - 110071, Delhi, India",_i,https://targetstudy.com/school/70970/new-sainik-senior-secondary-public-school/
new-state-academy-senior-secondary-school,"4- H, Saraswati Vihar, Pitampura Delhi - 110034, Delhi, India","(011)-27011619, 27016744",https://targetstudy.com/school/56620/new-state-academy-senior-secondary-school/
nirmal-bhartia-school,"Sector 14, Dwarka Delhi - 110075, Delhi, India","(011)-45609702, 45609706",https://targetstudy.com/school/2070/nirmal-bhartia-school/
nk-bagrodia-public-school,"Ahinsa Marg, Sector 9 Delhi - 110085, Delhi, India","(011)-27550255, 27561375",https://targetstudy.com/school/2071/nk-bagrodia-public-school/
north-delhi-public-school,"BP Block, Shalimar Bagh Delhi - 110088, Delhi, India","(011)-27470448, 27471879",https://targetstudy.com/school/69028/north-delhi-public-school/
notre-dame-public-school,"B.T.P.S. Staff Colony, P.O. Badarpur New Delhi - 110044, Delhi, India","(011)-26948713, 29942337",https://targetstudy.com/school/58758/notre-dame-public-school/
np-bengali-girls-sr-sec-school,"Gole Market New Delhi - 110001, Delhi, India","(011)-23734090, 23013013",https://targetstudy.com/school/32681/np-bengali-girls-sr-sec-school/
